Mozilla/5.0 (Android 13; Mobile; SM-T350; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; Nokia C20 Plus; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 15; Mobile; SM-T312; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; SM-S337TL; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; CPH2131; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; TECNO CE7j; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; TECNO KE5j; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-G318H; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; SM-C710F; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 10; Mobile; SM-N9106W; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; ASUS_Z00LD; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 8; Mobile; GT-B5512; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; ZTE-U N721; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; SM-A5360; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; GT-P7310; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 15; Mobile; vivo 1606; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 7; Mobile; ZTE-Z990; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; SM-W2020; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; TECNO Mobile KI5q; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; GT-I9082; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI Y330-U11; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; ASUS_X00HD; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; SM-X906N; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI CAN-L02; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; Nokia T10; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; SM-G900FQ; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; itel L6006F; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; ZTE A2017U; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; CPH1721; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI MT1-T00; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; SM-T537V; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 12; Mobile; ZTE 8040N; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 11; Mobile; CPH1705fw; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 7; Mobile; ZTE Blade A531; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; TECNO KE5k; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 11; Mobile; RMX3142; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; TECNO Mobile CI6n; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 5; Mobile; TECNO CG8h; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 13; Mobile; SM-G930L; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 12; Mobile; SM-N910V; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; GT-B5330L; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; ZTE V983; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 10; Mobile; ZTE T790; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 9; Mobile; RMX1911; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; ZTE V880; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; SM-G935L; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; SM-X906C; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; SM-T255S; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; TECNO KC6; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; SM-G928G; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; SM-A536U1; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; SM-A700K; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 12; Mobile; SM-J727T; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; SAMSUNG-SM-J321AZ; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 7; Mobile; RMX1993; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-M336BU; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 9; Mobile; SM-A207F; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI P7-L09; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; GT-N8000; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; SM-F900F; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; ZTE Blade A410; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; SM-J400G; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; ZTE S2007; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; SAMSUNG-SM-G935A; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; Nokia X7; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 12; Mobile; SM-A9000; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; SM-G130E; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; ZTE V889M; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 6; Mobile; Nokia 6.1; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 6; Mobile; ZTE A2023; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; SM-G550T1; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; RMX1833; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI P6-C00; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 13; Mobile; TECNO KG5m; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; Ginzzu GT-1050; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 12; Mobile; Movitel_M9104; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; TECNO L6502S; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; SM-A520X; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; vivo 1915; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 8; Mobile; GT-I8150; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; RMX3576; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 13; Mobile; itel W6002; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; ZTE BV0720; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI RIO-TL00; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 8; Mobile; SM-G925R7; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; ZTE Blade Apex; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; ZTE V793; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; ZTE 9040N; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; Nokia 5.4; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 12; Mobile; ZTE N960; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; Nokia G22; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 15; Mobile; vivo 1716; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 13; Mobile; TECNO CE7j; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 15; Mobile; TECNO PR651; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 11; Mobile; TECNO H5S; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; Nokia C2 Tennen; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; SM-J510MN; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 15; Mobile; ZTE Blade L5; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; Nokia G400 5G; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; RMX1921; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; ASUS_X018D; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; GT-I9000T; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; ZTE V808; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 5; Mobile; HUAWEI Y360-U23; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 13; Mobile; Personal Huawei G620S; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 11; Mobile; SM-T320; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; GT-7550; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; TECNO KG7n; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; ZTE 8012N; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; GT-I8730; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; vivo Y83A; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; SM-P905; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; Nokia X10; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; SM-A515F; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI Y 220T; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 7; Mobile; GT-S7270; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; SM-S908U; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 5; Mobile; ZTE U960s2; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 5; Mobile; GT-P7320T; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; ZTE 2050; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 14; Mobile; ZTE Blade A5 2019RU; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; CPH2211; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; Nokia 4.2; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 14; Mobile; HUAWEI CRO-L03; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 9; Mobile; GT-I9210; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 12; Mobile; HUAWEI P2-6070; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; GT-I9108; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 11; Mobile; SM-G930K; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 14; Mobile; vivo 2015_21; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-T537R4; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 7; Mobile; RMX3286; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; ZTE BLADE A610; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 7; Mobile; vivo Y51A; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 8; Mobile; SM-G900P; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 7; Mobile; SM-M236B; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; SM-C115W; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 6; Mobile; SM-A115AP; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 10; Mobile; SM-M205M; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 5; Mobile; ZTE N5L; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; SM-T975; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-J600FN; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 13; Mobile; SM-A136B; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 9; Mobile; GT-I9308I; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; TECNO CB7; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; CPH1931; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; ZTE BLADE A210; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 11; Mobile; Nokia 2.4; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; vivo Y66; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 14; Mobile; SM-J710FN; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 7; Mobile; SM-C900F; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 9; Mobile; SM-J260MU; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 7; Mobile; RMX1853; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 14; Mobile; RMX3560; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 13; Mobile; SM-A725M; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 4; Mobile; GT-S6358; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 10; Mobile; ZTE Blade C340; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 11; Mobile; SM-T805L; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 11; Mobile; TECNO CC9; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 14; Mobile; RMX2186; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI Y635-L03; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; SM-T720; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 10; Mobile; GT-S5360B; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 10; Mobile; SM-G955F; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 10; Mobile; SM-T225N; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 13; Mobile; GT-S6108; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 4; Mobile; SM-T387R4; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; GT-I8268; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; HUAWEI ATH-UL01; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 4; Mobile; GT-S5690R; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 5; Mobile; ZTE N798+; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 8; Mobile; SM-P555C; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; ZTE Blade A0722; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 13; Mobile; SM-J727T; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 12; Mobile; itel A551L; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 5; Mobile; GT-P7501; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 12; Mobile; Nokia 1; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 11; Mobile; itel A631W; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; ZTE Blade A7 2020; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 11; Mobile; RMX3392; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 4; Mobile; Nokia T20; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; SM-T713; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 13; Mobile; SM-S916U; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 6; Mobile; ZTE Blade A33+; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 7; Mobile; SM-M236B; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 15; Mobile; SM-M336K; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 4; Mobile; GT-S6012; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 4; Mobile; ZTE Blade A3 2020; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; ASUS PadFone X mini; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 7; Mobile; TECNO CG6; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 6; Mobile; CPH1919; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; HUAWEI G7500; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 11; Mobile; HUAWEI Y511-U10; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 4; Mobile; TECNO RB7S; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 11; Mobile; SM-G570M; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; HUAWEI RIO-UL00; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 5; Mobile; TECNO CF7S; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 10; Mobile; Redmi Note 4; rv:134.0) Gecko/134.0 Firefox/42.0
Mozilla/5.0 (Android 10; Mobile; ASUS_Z010DA; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; SM-R910; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 8; Mobile; SM-T825Y; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 15; Mobile; SM-G7105H; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 9; Mobile; SM-M317F; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 6; Mobile; CPH1881; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 7; Mobile; HUAWEI G520-5000; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 4; Mobile; SM-G9500; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 10; Mobile; TECNO Mobile KI5q; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 14; Mobile; SM-J320R4; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 8; Mobile; itel P13; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 11; Mobile; CPH2413; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 8; Mobile; ZTE V768; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 13; Mobile; HUAWEI G6-L11; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 8; Mobile; GT-I9082L; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; ASUS_Z017DA; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; SM-J111M; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 14; Mobile; ASUS_I006D; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 8; Mobile; itel P682L; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 5; Mobile; GT-S6310N; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 12; Mobile; ZTE BA610C; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 6; Mobile; SM-G920P; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 13; Mobile; SM-T507; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 14; Mobile; SM-T560NU; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; TECNO KF6ks; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 4; Mobile; TECNO F3; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; SM-J730F; rv:134.0) Gecko/134.0 Firefox/37.0
Mozilla/5.0 (Android 15; Mobile; PGT-N09; rv:134.0) Gecko/134.0 Firefox/44.0
Mozilla/5.0 (Android 8; Mobile; ZTE U793; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 14; Mobile; SM-N910X; rv:134.0) Gecko/134.0 Firefox/43.0
Mozilla/5.0 (Android 4; Mobile; SM-P605; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 13; Mobile; ZTE Blade A51 Lite; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 9; Mobile; M2006C3MG; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 10; Mobile; SM-J210F; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 14; Mobile; ZTE KIS II; rv:134.0) Gecko/134.0 Firefox/31.0
Mozilla/5.0 (Android 8; Mobile; ZTE A2017; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 10; Mobile; SM-N910T2; rv:134.0) Gecko/134.0 Firefox/45.0
Mozilla/5.0 (Android 9; Mobile; TECNO IN5; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 5; Mobile; RMX2041; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 7; Mobile; SM-R900; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 7; Mobile; SM-J320N0; rv:134.0) Gecko/134.0 Firefox/39.0
Mozilla/5.0 (Android 6; Mobile; Nokia G10; rv:134.0) Gecko/134.0 Firefox/34.0
Mozilla/5.0 (Android 12; Mobile; ZTE Blade A7 2020RU; rv:134.0) Gecko/134.0 Firefox/32.0
Mozilla/5.0 (Android 9; Mobile; SM-A205G; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 12; Mobile; RMX3042; rv:134.0) Gecko/134.0 Firefox/30.0
Mozilla/5.0 (Android 9; Mobile; GT-S7390G; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 13; Mobile; GT-S7392; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 8; Mobile; HUAWEI CRR-L09; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 6; Mobile; SM-J600FN; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 5; Mobile; UZTE Blade Q Lux; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 6; Mobile; RMX2076; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 4; Mobile; GT-S7273T; rv:134.0) Gecko/134.0 Firefox/41.0
Mozilla/5.0 (Android 7; Mobile; GT-S7500; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 9; Mobile; SM-F721U; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 8; Mobile; ZTE Q5-C; rv:134.0) Gecko/134.0 Firefox/38.0
Mozilla/5.0 (Android 6; Mobile; TECNO BF7n; rv:134.0) Gecko/134.0 Firefox/33.0
Mozilla/5.0 (Android 14; Mobile; ZTE-T U812; rv:134.0) Gecko/134.0 Firefox/40.0
Mozilla/5.0 (Android 10; Mobile; SM-T378K; rv:134.0) Gecko/134.0 Firefox/36.0
Mozilla/5.0 (Android 15; Mobile; CPH2071; rv:134.0) Gecko/134.0 Firefox/35.0
Mozilla/5.0 (Android 9; Mobile; itel W5004D; rv:134.0) Gecko/134.0 Firefox/36.0
